data,vacinacoes
27/07/2025,174
28/07/2025,"5,001"
29/07/2025,"5,603"
30/07/2025,"5,615"
31/07/2025,"4,722"
01/08/2025,"4,010"
02/08/2025,548
03/08/2025,21
04/08/2025,"3,880"
05/08/2025,"4,356"
06/08/2025,"4,030"
07/08/2025,"3,778"
08/08/2025,"3,154"
09/08/2025,510
10/08/2025,32
11/08/2025,"3,525"
12/08/2025,"4,105"
13/08/2025,"8,075"
14/08/2025,"6,498"
15/08/2025,"2,565"
16/08/2025,704
17/08/2025,78
18/08/2025,"3,604"
19/08/2025,"3,936"
20/08/2025,"3,664"
21/08/2025,"3,500"
22/08/2025,"3,068"
23/08/2025,448
24/08/2025,69
25/08/2025,"3,265"
26/08/2025,"3,504"
27/08/2025,"3,304"
28/08/2025,"3,230"
29/08/2025,"2,476"
30/08/2025,333
31/08/2025,51
01/09/2025,"2,314"
02/09/2025,"2,940"
03/09/2025,"3,034"
04/09/2025,"2,904"
05/09/2025,"2,296"
06/09/2025,188
07/09/2025,8
08/09/2025,"2,493"
09/09/2025,"2,672"
10/09/2025,"2,848"
11/09/2025,"2,711"
12/09/2025,"1,952"
13/09/2025,65
14/09/2025,5
15/09/2025,39
